# Nacc, Ndble, Tau, delT(iChan), ... V(iChan)
115114, 303, 1.116,   1.116, 1.116, 0,   0.109, 0.158, 0
115500, 304, 9.236,   0, 9.236, 0,   0, 0.0865, 0
116179, 305, 1.468,   0, 1.468, 1.468,   0, 0.0943, 0.122
116339, 306, 0.344,   0.344, 0, 0,   0.106, 0, 0
116447, 307, 2.381,   0, 0, 2.381,   0, 0, 0.133
116465, 308, 1.179,   0, 0, 1.179,   0, 0, 0.145
117373, 309, 1.621,   0, 0, 1.621,   0, 0, 0.348
120092, 310, 3.098,   3.098, 0, 0,   0.338, 0, 0
120163, 311, 4.26,   0, 4.26, 0,   0, 0.0943, 0
121055, 312, 0.234,   0, 0.234, 0,   0, 0.218, 0
121281, 313, 6.32,   0, 0, 6.32,   0, 0, 0.203
121603, 314, 0.9107,   0, 0, 0.9107,   0, 0, 0.114
121750, 315, 0.3747,   0, 0.3747, 0.3747,   0, 0.11, 0.127
121770, 316, 0.672,   0, 0, 0.672,   0, 0, 0.339
122679, 317, 2.52,   0, 2.52, 0,   0, 0.0771, 0
123206, 318, 0.572,   0, 0, 0.572,   0, 0, 0.15
123789, 319, 0.728,   0, 0.728, 0.728,   0, 0.271, 0.137
123916, 320, 1.364,   1.364, 1.364, 1.364,   0.123, 0.105, 0.123
124576, 321, 0.816,   0, 0.816, 0,   0, 0.335, 0
124853, 322, 2.272,   2.272, 2.272, 0,   0.106, 0.271, 0
124881, 323, 1.751,   0, 0, 1.751,   0, 0, 0.127
125126, 324, 7.176,   0, 7.176, 7.176,   0, 0.0881, 0.319
125538, 325, 0.9773,   0, 0, 0.9773,   0, 0, 0.0999
125878, 326, 0.168,   0, 0, 0.168,   0, 0, 0.163
125939, 327, 1.716,   0, 0, 1.716,   0, 0, 0.0968
127193, 328, 2.09,   2.09, 0, 0,   0.17, 0, 0
127275, 329, 0.2873,   0.2853, 0, 0.2893,   0.0898, 0, 0.0874
127286, 330, 3.568,   0, 3.568, 0,   0, 0.173, 0
127652, 331, 2.336,   0, 0, 2.336,   0, 0, 0.0921
128165, 332, 0.3133,   0.3107, 0.3147, 0.3147,   0.12, 0.176, 0.125
128789, 333, 1.256,   0, 1.256, 1.256,   0, 0.252, 0.183
128964, 334, 4.517,   0, 0, 4.517,   0, 0, 0.0937
128996, 335, 3.876,   0, 0, 3.876,   0, 0, 0.133
129014, 336, 3.364,   3.364, 3.364, 0,   0.156, 0.0834, 0
129599, 337, 4.264,   0, 0, 4.264,   0, 0, 0.348
129682, 338, 1.656,   0, 0, 1.656,   0, 0, 0.0671
129945, 339, 1.432,   0, 1.432, 0,   0, 0.198, 0
130764, 340, 3.777,   0, 0, 3.777,   0, 0, 0.0999
131346, 341, 1.64,   0, 0, 1.64,   0, 0, 0.0796
131475, 342, 4.056,   0, 0, 4.056,   0, 0, 0.108
131853, 343, 1.52,   0, 1.518, 1.522,   0, 0.102, 0.0733
132264, 344, 0.498,   0, 0, 0.498,   0, 0, 0.0937
132863, 345, 1.063,   0, 0, 1.063,   0, 0, 0.292
133298, 346, 2.96,   2.96, 0, 0,   0.338, 0, 0
133708, 347, 1.146,   0, 1.146, 0,   0, 0.227, 0
133804, 348, 1.7,   0, 1.7, 0,   0, 0.284, 0
134887, 349, 3.55,   0, 3.55, 0,   0, 0.158, 0
134946, 350, 4.988,   0, 0, 4.988,   0, 0, 0.0952
135012, 351, 2.568,   0, 0, 2.568,   0, 0, 0.0764
135073, 352, 1.192,   0, 1.192, 1.192,   0, 0.116, 0.247
136253, 353, 11.78,   0, 0, 11.78,   0, 0, 0.0749
136488, 354, 2.67,   2.67, 0, 0,   0.11, 0, 0
136688, 355, 1.808,   0, 0, 1.808,   0, 0, 0.348
136870, 356, 2.1,   0, 2.1, 2.1,   0, 0.0959, 0.0874
137134, 357, 5.736,   0, 0, 5.736,   0, 0, 0.0952
137348, 358, 0.656,   0, 0, 0.656,   0, 0, 0.175
137674, 359, 0.78,   0.78, 0, 0,   0.121, 0, 0
138484, 360, 4.56,   0, 4.56, 0,   0, 0.255, 0
138685, 361, 0.28,   0, 0.28, 0,   0, 0.177, 0
138707, 362, 1.096,   1.096, 0, 0,   0.134, 0, 0
138902, 363, 5.78,   0, 0, 5.78,   0, 0, 0.348
139152, 364, 2.368,   0, 2.368, 2.368,   0, 0.358, 0.0796
139451, 365, 0.8427,   0, 0.8427, 0.8427,   0, 0.152, 0.105
140520, 366, 0.6773,   0.6773, 0, 0.6773,   0.16, 0, 0.139
140536, 367, 2.052,   0, 0, 2.052,   0, 0, 0.0796
140596, 368, 0.29,   0, 0.288, 0.292,   0, 0.334, 0.127
140785, 369, 13.04,   13.04, 13.04, 0,   0.0804, 0.0912, 0
141128, 370, 3.588,   0, 0, 3.588,   0, 0, 0.114
141177, 371, 3.604,   0, 0, 3.604,   0, 0, 0.0717
141428, 372, 1.99,   1.992, 1.988, 0,   0.176, 0.243, 0
141487, 373, 10.61,   10.61, 0, 10.61,   0.0663, 0, 0.153
142157, 374, 0.4973,   0, 0, 0.4973,   0, 0, 0.119
142341, 375, 1.175,   0, 0, 1.175,   0, 0, 0.144
144910, 376, 1.146,   0, 1.146, 0,   0, 0.0787, 0
144987, 377, 12.71,   12.71, 0, 0,   0.0961, 0, 0
146812, 378, 2.372,   0, 2.372, 0,   0, 0.254, 0
147127, 379, 2.174,   0, 2.172, 2.176,   0, 0.101, 0.108
147517, 380, 1.604,   1.601, 1.605, 1.605,   0.0773, 0.11, 0.114
147977, 381, 2.232,   0, 2.232, 0,   0, 0.104, 0
148454, 382, 1.744,   1.744, 1.744, 1.744,   0.123, 0.11, 0.0874
148479, 383, 0.292,   0.292, 0.288, 0.296,   0.0945, 0.0881, 0.127
148892, 384, 6.329,   6.329, 6.329, 0,   0.0898, 0.101, 0
149061, 385, 0.656,   0.656, 0.656, 0,   0.106, 0.0959, 0
149503, 386, 2.912,   0, 0, 2.912,   0, 0, 0.194
150279, 387, 0.2027,   0, 0, 0.2027,   0, 0, 0.108
150694, 388, 5.16,   0, 0, 5.16,   0, 0, 0.0874
150714, 389, 0.82,   0, 0, 0.82,   0, 0, 0.078
150717, 390, 0.232,   0.232, 0, 0,   0.104, 0, 0
150812, 391, 3.59,   0, 0, 3.59,   0, 0, 0.122
150884, 392, 5.088,   5.088, 5.088, 0,   0.123, 0.108, 0
151368, 393, 0.316,   0, 0.316, 0,   0, 0.358, 0
152065, 394, 0.996,   0.996, 0.996, 0.996,   0.217, 0.135, 0.106
